job_id,job_title,skills,years_exp_num,experience_level,company,mandatory_qualification
S-318,Network Automation,"ai, ui",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-319,Change Manager,"scala, ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-320,SQL Server DBA,"scala, ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-321,Project Manager,"ai, ui, excel",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-322,SAP PROJECT MANAGER with ABAP,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-323,Dot Net developer,"sql, ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-324,Team Lead,"java, sql, ai, ui, ml",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-325,Software Engineer,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-326,SAP ABAP,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-327,SAP QE/PO,ai,8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-328,Test Lead,"scala, ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-329,Associate Tech Specialist,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-330,Team Lead,"ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-331,SAP MM/WM,ai,5,Junior,IDESLABS PRIVATE LIMITED,Any
S-332,Business Analyst,"ai, ui, excel",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-333,Frontend Developer,"java, css, javascript, react, ai",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-334,Project Manager,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-335,Scrum Master,ai,2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-336,SQL Server DBA,"sql, ai",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-337,Team Lead,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-338,Associate Business Consultant,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-339,SAP Abap-Sr. Software Engineer-Vizag,"sql, ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-340,Associate Business Consultant,"ai, ui",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-341,Team Lead,"ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-342,Java Developers,"java, ai, html, ml",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-343,Security Analyst,"ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-344,Engineer,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-345,QA Engineer,"java, scala, sql, ai, ui, selenium",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-346,IT Recruiter,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-347,Software Engineer,"ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-348,Project Manager,"scala, ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-349,Sr. Test Engineer,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-350,Associate Tech Specialist,"ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-351,Engineer,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-352,Test Engineer,ui,9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-353,Sr. Associate -UX,"ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-354,SAP QA Tester,ai,12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-355,Software Engineer,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-356,SAP BW- Tech Lead,"scala, ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-357,Test Engineer,ui,5,Junior,IDESLABS PRIVATE LIMITED,Any
S-358,Core Java,"java, sql, linux, ai, ui, ml",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-359,Sr. Engineer,"ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-360,QA,"java, sql, ai, ui, selenium",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-361,Angular Developer,"java, css, javascript, ai, ui, html, ml",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-362,Java Developer,"java, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-363,Web Developer,"java, css, javascript, react, reactjs, ai, ui, nodejs, html, ml",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-364,AWS Devops engineer,"scala, ai",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-365,Team Lead,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-366,Java Developers,"java, sql, react, reactjs, ai",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-367,SAP ABAP(HR),ai,14,Senior,IDESLABS PRIVATE LIMITED,Any
S-368,Associate Tech Specialist,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-369,Team Lead,"java, javascript, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-370,Associate Team Lead,"scala, ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-371,.Net Lead,"sql, ai",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-372,Sr. Security Analyst,"css, ai, ui, html, ml",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-373,.NET Full stack Developer,"java, sql, javascript, ai, ui, ml",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-374,Sr. Engineer,"ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-375,SAP Project Manager,"ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-376,Informatica Developer,"sql, ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-377,Delivery Head,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-378,Software Engineer,"ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-379,Lead-PMO,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-380,Project Manager,"ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-381,SAP BASIS,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-382,Project Manager,"sql, ai, ui, ml",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-383,Project Manager,"ai, ui, excel",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-384,Associate Tech Specialist,"ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-385,UI/UX Developer,"react, ai, ui, html, ml",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-386,Devops Engineer,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-387,Software Engineer,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-388,SAP MM-S4 HANA Consultant,ai,2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-389,SAP MM/PP,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-390,Recruitment Lead,"ai, ui",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-391,Team Lead,"java, css, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-392,Team Lead,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-393,Java-front end Developer,"java, ai",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-394,SAP PI/PO,ai,7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-395,Team Lead,"sql, ai, ml",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-396,Dot Net Developer,"ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-397,Business Consultant,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-398,Customer Delivery Head,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-399,Team Lead,"ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-400,Associate Team Lead,"java, linux, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-401,Associate Security Consultant,"scala, ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-402,Team Lead,"java, sql, linux, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-403,Team Lead,"ai, ui, excel, ml",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-404,SAP ABAP OData,"ai, ui",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-405,HCM HR,ai,3,Junior,IDESLABS PRIVATE LIMITED,Any
S-406,Associate Tech Specialist,ui,6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-407,SAP Basis-Module Lead,"sql, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-408,Dot net Developer / Sr. Developer,"scala, ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-409,Team Lead,"python, linux, ui, ml",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-410,Associate Solution Architect,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-411,Support Analyst,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-412,Project Lead,"scala, ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-413,SAP ABAP on HANA,"ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-414,Oracle SCM Technical,ai,4,Junior,IDESLABS PRIVATE LIMITED,Any
S-415,Associate Security Consultant,"scala, ai, ui, excel",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-416,Team Lead,"sql, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-417,SAP FICO,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-418,AWS DevOps,"scala, ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-419,Team Lead,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-420,Solution Architect,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-421,Oracle IAM with Java Developer,"java, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-422,Business Analyst,"sql, ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-423,Associate Tech Specialist,"ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-424,Associate Tech Specialist,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-425,Team Lead,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-426,Power BI Developer,"ai, power bi",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-427,Team Lead,"java, sql, javascript, ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-428,Java Backend,"java, ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-429,Oracle Finance Technical Consultant,"scala, sql, ai, ui, excel",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-430,PHP Developer,"java, php, sql, css, ai, ui, nodejs, excel, html, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-431,Database Admin. Sr Cnslt.,"sql, ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-432,Tech Manager,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-433,AWS Engineer,"scala, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-434,Team Lead,"scala, ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-435,SAP Abap Workflow - Module Lead,"scala, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-436,Sr. Engineer,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-437,"Full stack developer – Angular/C#,.Net.","java, sql, css, javascript, ai, ui, html, ml",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-438,SAP BASIS with Selenium,"ai, selenium",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-439,Sr. Engineer,"ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-440,Associate Tech Specialist,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-441,Project Lead,"scala, ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-442,SAP BI (BW) Lead,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-443,SAP MM WITH RELEASE STRATERGY,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-444,Associate Tech Specialist,"java, sql, mysql, ai, ui, ml",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-445,SAP Security Consultant,"ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-446,Java-Back end Developer,"java, ai",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-447,SAP BASIS Consultant-S4 HANA,ai,7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-448,QA Engineer,"ai, ui, excel",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-449,Software Engineer,"java, spark, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-450,Associate Software Engineer,"ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-451,Team Lead,"python, java, scala, javascript, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-452,Data Architect,"sql, ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-453,SAP ABSIS Admin,"java, linux, ai, ui, excel, ml",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-454,Tech Manager,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-455,Associate Tech Specialist,"java, sql, mysql, css, javascript, ai, ui, html, ml",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-456,Test Manager,"java, ai, excel, selenium",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-457,SAP FICO,ai,12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-458,SAP ABAP + Customization,ai,11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-459,Team Lead,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-460,.Net Core Developer,"java, css, javascript, react, ai, ui, html, ml",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-461,Associate Security Consultant,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-462,Tech Manager,"ai, ui",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-463,SAP MM with API,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-464,Associate Security Consultant,"python, linux, ai, ml",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-465,Mainframe Developer,"java, css, javascript, react, ai, ui, html, ml",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-466,Tech Manager,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-467,Project Manager- Jaipur,"ai, ui, excel",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-468,Delivery Manager,"scala, ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-469,Lead DBA,"hadoop, sql, mysql, mongodb, linux, ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-470,SAP ABAP OOPS,ai,8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-471,ABAP Developer - Module Lead,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-473,SAP ABAP For NTT DATA,ai,4,Junior,IDESLABS PRIVATE LIMITED,Any
S-474,Engineer,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-475,Associate Tech Specialist,"java, sql, ai, ui, ml",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-476,Dot Net Developer,"sql, css, tensorflow, react, ai, ui, html, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-477,Sr. Security Analyst,"linux, ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-478,Team Lead,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-479,OFM Admin with SOA,"linux, ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-480,Senior AWS Developer,"ai, ui, nodejs",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-481,Power BI Developer,"sql, ai, ui, power bi",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-482,Team Lead,"scala, ai, ui, excel, html, ml",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-483,Associate Tech Specialist,"java, css, javascript, ui, excel, html, ml",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-484,SAP ABAP-CDS Developer,ai,5,Junior,IDESLABS PRIVATE LIMITED,Any
S-485,Java Spring Boot Developer,"java, react, ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-486,Front end developers,"css, ai, ui, html, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-487,Project Lead,"scala, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-488,Network Lead,"scala, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-489,Associate Technical Architect,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-490,Sr. Software Engineer,"ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-491,Team Lead,"ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-492,Program Manager,"java, sql, ai, ui, excel, html, ml",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-493,SAP FICO,"ai, ui, excel",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-494,Security Consultant,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-495,SAP FICO,"ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-496,UI Angular,"java, sql, css, linux, javascript, ai, ui, html, ml",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-497,Project Lead,"scala, ai",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-498,Business Consultant,"ai, ui",10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-499,Associate Technical Architect,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-500,SAP Basis - Tech Manager,ai,15,Senior,IDESLABS PRIVATE LIMITED,Any
S-501,Associate Tech Specialist,"ai, ui",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-502,Sr. Software Engineer,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-503,Associate Business Consultant,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-504,Associate Tech Specialist,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-505,Associate Team Lead,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-506,SAP HCM Lead Consultant,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-507,Backup Admin - Mumbai Location,"ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-508,Security Consultant,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-509,SAP FICO,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-510,Associate Tech Specialist,"ai, ui",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-511,Group Manager-Operations,"ai, ui",12,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-512,Kronos Custom Reports,ai,13,Senior,IDESLABS PRIVATE LIMITED,Any
S-513,Oracle Fusion CRM Consultant,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-514,Testing,ai,2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-515,Java Spring Boot Developer,"java, css, ai, ui, excel, html, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-516,Associate Tech Specialist,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-517,Java Fullstack Developer,"java, ai",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-518,Tech Manager,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-519,Associate Tech Specialist,"java, sql, mysql, css, javascript, ai, ui, html, ml",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-520,Tech Lead,"scala, ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-521,Software Development Analyst,"ai, ui, excel",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-522,Bioinformatics QA,ai,5,Junior,IDESLABS PRIVATE LIMITED,Any
S-523,Dot net Developer / Sr. Developer,"java, sql, mysql, javascript, ai, ui, html, ml",7,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-524,Project Manager,"java, css, javascript, react, ai, ui, html, ml",14,Senior,IDESLABS PRIVATE LIMITED,Any
S-525,Tech Manager,"ai, ui, excel",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-526,Sr. Software Engineer,"java, sql, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-527,Tech Manager,"java, ai, ui",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-528,Associate Tech Specialist,"ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-529,Pega Developer,"ai, ui, excel, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-530,Project Lead,"scala, ai, ui",5,Junior,IDESLABS PRIVATE LIMITED,Any
S-531,SAP MDG with ABAP,ai,14,Senior,IDESLABS PRIVATE LIMITED,Any
S-532,Associate Technical Architect,"ai, ui",3,Junior,IDESLABS PRIVATE LIMITED,Any
S-533,CRM Customer Service,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-534,RPA UI PATH,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-535,Java developer,"java, linux, ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-536,Java Full Stack Developer,"java, css, javascript, react, ai, ui, html, ml",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-537,Solution Lead,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-538,Learning Consultant,"java, scala, sql, css, javascript, react, ui, html, ml",9,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-539,Sr. Test Engineer,"linux, ai, ui, excel",4,Junior,IDESLABS PRIVATE LIMITED,Any
S-540,Team Lead,"ai, ui",13,Senior,IDESLABS PRIVATE LIMITED,Any
S-541,Business Analyst,"ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-542,Team Lead,"ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-543,Sharepoint Migration Engineer,"ai, ui, excel",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-544,Sr. Engineer,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-545,Required SAP FICO Consultants for Contract,"ai, ui, excel",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-546,Manual Tester,"scala, ai, ui, excel, selenium",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-547,Software Engineer,"ai, ui",15,Senior,IDESLABS PRIVATE LIMITED,Any
S-548,Devops Engineer,"python, linux, ruby, ai, ui",8,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-549,AWS ENGINEER,ai,10,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-550,SAP Security with S4 HANA,ai,13,Senior,IDESLABS PRIVATE LIMITED,Any
S-551,SAP PM with FICO,"ai, ui",6,Mid-level,IDESLABS PRIVATE LIMITED,Any
S-552,Business Analyst,"ai, ui",2,Entry level,IDESLABS PRIVATE LIMITED,Any
S-553,Project Lead,"scala, ai, ui",11,Mid-Senior level,IDESLABS PRIVATE LIMITED,Any
S-554,Marketing Associate,"ai, excel",11,Mid-Senior level,Cactus Communications,Any
S-555,CACTUS Talent Community,"ai, ui",2,Entry level,Cactus Communications,Any
S-556,Mis Executive,excel,3,Junior,ACURA SOLUTIONS LTD,Any
S-557,Mis Executive,excel,15,Senior,ACURA SOLUTIONS LTD,Any
S-558,MIS Executive (Insuretech Company),"ai, excel",7,Mid-level,ACURA SOLUTIONS LTD,Any
S-559,Talent Acquisition Manager (With leading Bank),"ai, ui",10,Mid-level,ACURA SOLUTIONS LTD,Any
S-560,Project Manager,"ai, ui",9,Mid-level,ACURA SOLUTIONS LTD,Any
S-561,Associate Consultant (Hospital Management System),"ai, ui",14,Senior,ACURA SOLUTIONS LTD,Any
S-563,Customer Service Executive- Retail Assets- Noida,"ai, excel",6,Mid-level,ACURA SOLUTIONS LTD,Any
S-564,Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test,"java, sql, mysql, mongodb, ai, ui, selenium",2,Entry level,ACURA SOLUTIONS LTD,Any
S-565,Software QA Engineer 2 / Senior QA Engineer / Manual Test Lead / Automation Test,"java, sql, mysql, mongodb, ai, ui, selenium",14,Senior,ACURA SOLUTIONS LTD,Any
S-566,Frontend Developer (Insuretech Company),"java, sql, ui",8,Mid-level,ACURA SOLUTIONS LTD,Any
S-567,Consultant - Internal Audit,ui,6,Mid-level,ACURA SOLUTIONS LTD,Any
S-568,Customer Service Executive- Retail Assets- Noida,"ai, excel",7,Mid-level,ACURA SOLUTIONS LTD,Any
S-569,MSBI Developer,sql,14,Senior,ACURA SOLUTIONS LTD,Any
S-570,Node.js Developer (For IT Consulting),"scala, sql, ai, nodejs",8,Mid-level,ACURA SOLUTIONS LTD,Any
S-571,Teller Authorizer,ai,4,Junior,ACURA SOLUTIONS LTD,Any
S-572,Senior Associate / Consultant KYC/CDD,"ai, ml",13,Senior,ACURA SOLUTIONS LTD,Any
S-575,Internal Audit - Consultant,"ai, ui",11,Mid-Senior level,ACURA SOLUTIONS LTD,Any
S-576,SAP Security,"java, html, ml",4,Junior,ACURA SOLUTIONS LTD,Any
S-577,SAP Security,"java, html, ml",6,Mid-level,ACURA SOLUTIONS LTD,Any
S-578,Analyst Consultant_Private Equity,"ai, ui",7,Mid-level,ACURA SOLUTIONS LTD,Any
S-579,"MERN Developer (MongoDB, ExpressJS,ReactJS,NodeJS)","mongodb, react, reactjs, ai, ui, nodejs",10,Mid-level,ACURA SOLUTIONS LTD,Any
S-580,Deputy Branch Manager ( Leading Pvt. Bank),"ai, ui",14,Senior,ACURA SOLUTIONS LTD,Any
